MKT,SEC01,SEC02,SEC03,SEC04,SEC05,SEC06,SEC07,SEC08,SEC09,SEC10,A001,A002,A003,A004,A005,A006,A007,A008,A009,A010,A011,A012,A013,A014,A015,A016,A017,A018,A019,A020,A021,A022,A023,A024,A025,A026,A027,A028,A029,A030,A031,A032,A033,A034,A035,A036,A037,A038,A039,A040,A041,A042,A043,A044,A045,A046,A047,A048,A049,A050,A051,A052,A053,A054,A055,A056,A057,A058,A059,A060,A061,A062,A063,A064,A065,A066,A067,A068,A069,A070,A071,A072,A073,A074,A075,A076,A077,A078,A079,A080,A081,A082,A083,A084,A085,A086,A087,A088,A089,A090,A091,A092,A093,A094,A095,A096,A097,A098,A099,A100
0.014778363000082735,0.013723499927479583,0.006033039114700487,0.012442880665607238,-0.0060716750303685,0.015750006987228494,0.020189457937232345,0.025307705603309156,0.016130633280264296,0.0067791576110649895,0.01310867886212047,0.010114593882612105,0.029858551973874624,0.020041968515908795,0.007944184314556044,0.01282371717929141,0.004234014058830637,0.001541840822775976,0.010156185391054645,0.006606098928522289,0.030376451338466618,0.007826560797718181,0.005984055060720119,0.004565664085171139,0.022672866802459887,0.012743548762089572,0.010051235389975089,0.0017838807721541079,-0.007711920129586527,0.005979655724763451,-0.009863451059594054,0.007621116334043063,0.013106152858665943,-0.0038193245882015645,0.02729105298052518,0.005132236196424414,-0.005931253226246299,0.01855207309044305,0.015014639015735508,-0.000345093718645528,0.01064181159580136,0.029829421514509322,0.00814719113762218,-0.00702650780990586,-0.01927901929720351,0.0032153202880657377,0.00205791953624216,0.011371884627551595,0.004505622331311328,0.008318555806754608,0.010932680456585003,0.011365578244376711,0.00465418842203603,0.014082137888036755,0.021510524248613765,0.020715326636361466,0.011345390759287139,0.01781148956310707,0.026827878800144627,0.009848001381766851,0.015693610443272023,0.0021614152588921255,0.0054336846869235626,-0.002284883252814375,0.03264241186853122,0.024816477017834425,0.01331069009542379,-0.0008987249732757621,0.024044430591918218,0.0180984005223798,0.024987379737454372,-0.001157143024096429,0.01407948307336676,0.028690729191199006,0.020403574126075102,0.02647756113575466,0.011508594211701707,-0.006434012059755934,0.014471968983329628,0.018247842513602067,-0.009787769806841312,0.03977248222872206,0.014442713865647423,0.018439530844431125,-0.01162170841197048,0.03342368005210895,0.011849982696158338,0.00965665586281253,0.005954238735217431,0.04179662929778967,0.013992929287419837,0.021044561544316668,0.0037736799632243625,0.014100012330992296,0.013061173965648267,0.01654046745321557,0.0013108270774089656,0.011696727909482667,-0.012275261386301788,-0.005191781911533781,-0.007983226794029213,0.01968559660135213,-0.0037544395620836266,0.008045360369543965,0.03988070503698316,0.019591494808462912,0.0022100480133332876,0.002275395681919896,0.0048628170020960666,-0.006108191819294978,-0.0052377164660697495
0.004882046397335723,0.015384170032693052,-0.0011194158323379103,-0.003761229731068579,-0.00014333192184653402,0.004391832988968289,0.00930293265932463,0.0067612762500433,0.007748445447139879,0.007223751738234339,0.01934822120709781,0.004498277777095661,0.014087136436035545,0.019456074453986658,0.010935570992732372,0.01693772100561609,0.018012906409325253,0.0005492598615119616,0.023834245521404562,0.004356959052376839,0.031829049187110416,-0.01193119001676142,-0.010510748360471904,0.001958412190516029,-0.0033963670199384046,-0.005637301929986988,0.005208305553953208,-0.0072508127601660964,0.0029881789045103084,0.01244179470261029,-0.015750619881826147,-0.027173395734481805,-0.018688964241691978,0.001303826033109829,-0.006908778214039889,0.004278739247865524,0.005332317750676639,0.02259463971023063,0.0066516198367582045,-0.001831338061941838,0.0020057784685971075,0.026471262853000343,-0.0026409521930510493,0.01249466830657801,-0.00014513612927544834,-0.016835786966262957,-0.00022664385290981147,-0.005061378770264516,0.03312868926797864,0.011288878576919606,-0.01660281980591301,0.01852858842014322,-0.006391489546134242,0.01112444716285533,0.001634426940487408,0.020049879342635215,-0.005307201991093508,0.005324684289480919,-0.00862921372235883,0.03175047166773227,0.010238537139384031,0.018084997849613316,0.01092392318072378,0.014092180088363125,0.0018975828551938126,0.01677850239004951,0.007265130090364479,0.0023545825441919858,0.018326973798548425,0.024465352363602772,0.0054338787856743585,-0.014445622857081793,-0.007913390443623408,0.005398015843858368,0.02376723622649929,0.0022134575216412274,0.0001723047843508098,0.010439792851604337,-0.003548545737795671,0.010346740060030026,0.0006206902531248377,0.01611930799982624,0.0037554591912615344,0.008549839223377452,0.01205386007715514,-0.00953176733683385,-0.0017277237801753746,0.011172881011783334,0.0064178560113689765,-0.006371265502707376,0.018335673880421007,0.02226663363245745,0.024250225715424446,0.014171130348620352,0.011600511857773119,0.005004814861561406,-0.038784343567169796,-0.006394939579231594,0.019139857329880116,-0.0002455020454943178,0.0009976218725711258,0.03637092907780586,0.0035997767254176026,0.02859704337426736,0.024576444664844755,0.012501085278158802,0.0159617685691887,0.04364838720587515,0.019679058756153722,0.02881726479289865,0.023621898091366278
-0.00807113520641322,-0.0038298574371620924,-0.01749829116796176,-0.006120978686197782,-0.01011321764970623,-0.014196313835868744,-0.015074955079608925,-0.0056359534218293405,-0.005794757457337995,-0.010602419245621629,0.0027943898487202824,-0.006947919029282377,0.005398868878294757,0.013493268284907703,0.022756967765672584,-0.004368963317181569,0.009300455091072909,-0.0016166837435447948,-0.007334409353251388,0.0056698162773544504,-0.013887862343002157,-0.027027581532923423,-0.006247632534058303,-0.04233389699791078,-0.028017454877400937,-0.008672874938079413,-0.005535821911343742,-0.03134077191230596,-0.017805464305160945,0.002899886593186865,-0.03846556294193967,-0.007274943947500074,-0.0036824120105460744,-0.016266462825086567,0.009061224270824998,-0.007168974047257874,0.01749617726822819,-0.018844686845531755,-0.02056463662458551,0.006288128929233763,-0.02361439945041494,-0.005446164408081275,-0.0033256741197211586,-0.010146044117494835,0.007781694209627591,-0.006165129601631583,0.02221521964040178,-0.01334668346855308,-0.013574992305468518,0.005294163762579536,-0.024864966404196994,-0.013067006157633603,-0.004921880995077569,-0.0029458032292738333,-0.00994114034011488,0.005919314435365637,-0.02783795422633092,-0.02061382759619674,-0.006537979050746037,-0.04477387485829699,-0.017426821110040066,-0.012190560600112282,0.009334861308101147,-0.015148904634962539,0.005645471252596309,-0.017368251091310377,-0.012145500911874952,0.009379086635147296,-0.028747906231857103,0.002247596371935277,-0.009050937542258723,0.002810838320544083,0.01563466885861648,-0.027695428795500972,-0.014133802044845763,-0.008050881396036179,0.010680635023507669,0.0061598365497390825,0.005675866234757753,0.0046699333192788605,-0.008295780966014901,-0.006813700356572995,-0.0012615996761108136,-0.03235796599779267,-0.0032041723420677152,0.004289456526768456,-0.0011140945954410113,-0.0012487971680962629,-0.006488612781083331,-0.015302656729596933,-0.010728230672562147,-0.029328917354672298,-0.02042028049998251,-0.03313712804627106,-0.016236008023376824,-0.023640143331934045,0.028199800058166975,-0.016766464789760585,-0.005073266010054259,0.005046815916456511,-0.013464512786770277,0.0139569548743105,-0.007536234788642383,0.0014692533797580499,-0.011204952454361608,0.010916317850902487,-0.006307524795380003,0.003379399448129355,-0.006913756217570245,-0.010736891677095467,0.0018980784794279514
0.0009451149336757298,0.01991628884647147,-0.014134393573727654,-0.006198182421081031,0.007958139141478884,0.012152775315811458,0.023033248410197864,-0.011556238738002893,0.003109599063494346,0.0030621422110339316,0.007089074617797698,0.022391512426962176,0.029333125605529836,0.018555076187000284,0.01760686506711994,0.019643960934685654,0.019237103818986464,0.007397474940248246,0.021824394987391756,0.023223910430556285,0.015770947964041944,-0.0075752357711171515,-0.01654928210115754,0.004376321686058572,-0.027847164354035434,-0.02120903137361421,-0.010838068703773275,0.0004566672729295052,-0.03130894103187226,-0.01684846126146881,0.004684707437262749,0.01918140853470076,0.0076745618039642995,-0.003036362315929429,0.003944412389478997,-0.009252376173752748,0.01501896079737919,-0.018322394339561846,0.0062969148385977934,-0.007965429666971167,-0.013784751761851385,0.00228398963075178,0.019890449354225286,0.009825688950636754,0.009497603631895293,0.009634521686323758,0.010441459760670863,0.01380368914518193,0.01704498662490079,0.02042857885337732,0.03527896385542811,0.01818248734202621,0.011717021019396555,0.012210066139195175,0.011618645786003651,0.017364610626621806,0.03350594388382365,0.01906137518284511,0.01232839338077664,0.013680782466325626,0.028291472256853235,0.01830227954164227,0.028405221367812664,0.020439247725617483,0.015650989896165302,0.021269192886075275,0.023093055206870203,0.014441276341110452,0.012734323708414173,0.03793527381188304,0.02794442955950365,0.005455049865802095,-0.005994232371060129,-0.010787199512033874,-0.017010650672788657,-0.012309341762791843,0.002418267186852585,0.009523542132718409,0.007138543969287075,-0.011881309229094278,-0.029528893002274775,0.02042358617172128,0.01044612106326712,-0.016636454896094555,0.019635268358092976,0.016583495232039364,0.002247218075505428,0.006250035857308583,0.014984282388040289,-0.005594467846237029,0.01968815457836117,-0.0036336794843802728,-0.004380889079934185,0.02045538365120295,0.01041054910957982,0.018691907547912102,0.041126184629585054,-0.006561418778286405,0.013201494296069139,-0.008989277122956723,0.009909041810043182,-0.001098442785629307,0.00695202263365905,-0.006138587859748543,0.03058213146518658,0.0017586115635017728,0.0024049142818398216,0.017702773264953894,-0.0009704907389274913,0.010676164093274737,-0.008408146660177751
0.00124015318605605,-0.006247632433802348,0.0052463693004231645,-0.005166512363193363,-0.0018748389357516537,0.0010557607987507509,0.0059325999162245825,-0.006497470473600617,0.008783336863412684,0.024005121793827883,-0.004442008198517099,-0.0027622388166428924,-0.006140438642086202,-0.008366372353301042,-0.0023568303481370898,-0.018106502519842152,-0.008520045182058868,-0.025478528976116462,-0.015073986886052675,-0.0134959055742543,-0.0054220679744784,-0.001740629894689727,-0.021278598376886396,-0.00949155503834917,-0.009697089512486153,-0.016261798966469485,-0.0003661339828288354,0.010001743054470814,-0.02141289998824098,-0.013203494937017925,0.006588834524902938,-0.00039770141699610386,0.009642778355605812,0.0014263137617008023,-0.0036842983620017106,-0.011126010325426018,0.006258691779063116,-0.01243866627270724,-0.014706928700044093,-0.007965450181734607,-0.02169405710987411,0.008091557655531545,0.0010255554086433048,-0.0073104494450765625,0.01928065609604793,-0.005371823658875634,0.00023346427592699389,-0.013795701223901856,-0.005626396974176521,9.06177490360923e-05,0.012141098599206727,-0.014752018547292951,-0.01353678125585959,-0.005878873502280632,-0.006877941759621049,-0.003193946139864006,-0.006136067910932564,-0.003976327365111668,-0.02499340058039908,0.013474584482363055,-0.012086967212615641,-0.0037780498272099823,0.0024080777857814566,-0.01742440702812103,-0.010600674246147383,0.0008688466031987697,0.01661686702780904,-0.0028565788907781676,-0.0009366404907866629,0.01476223392525346,0.009442644772984172,-0.009521465449673226,-0.002321181290241702,-0.0037981136540200214,-0.009508545357033578,-0.008813768854105066,-0.009055243180262735,0.0010230568724902077,-0.0010764658715096981,0.0011068292745710171,0.01123838997722843,0.010715880627989432,0.01318215201764095,0.03225515662565676,0.011172921245669622,0.017753374480801082,0.011358141832772643,-0.021012822187424042,0.004749472236314375,0.015743114856666574,0.00216209246542466,0.01395890807544282,0.02619010119483687,0.04369790071982125,0.007309539756944698,0.015602702114665256,0.03340940687468794,0.013447764097274438,0.013901576382411464,0.05239768345609361,0.019822229011216348,0.009480484144254446,-0.006509023275539609,-0.00931452950540513,0.006254563278462366,-0.028752334674404162,-0.0009768884882813728,0.007041741054357366,-0.018243660576005127,0.010732179134389529,0.00250008232392454
0.01214721474497781,0.006592301356865865,0.018377231612144995,0.015232079948605289,0.010559198138750718,0.021912962028477798,-0.006148782992965434,0.021717585312503063,0.018792420551676056,-0.011277312737202285,0.008011674622532394,0.00450803316115635,0.004003652254478974,-0.003563320089020074,-0.0165809439236246,0.009944800587676389,0.010747893228205555,0.007353829875414283,-0.0051951167466054516,-0.004518007480187982,0.008591000985580447,0.00502649665675292,0.011134996423222037,0.0012544954445938908,0.0061127198954504134,0.013240131604170051,0.0022344811165594795,-0.00758400299722412,-0.004717943902697794,0.011986957428571487,-0.004130964993187596,0.0011231463425564261,0.020763331262852423,-0.005731127781236546,0.0368975602263127,0.018173839452964063,0.016126259532421968,0.03730001303512033,0.0045018435351754545,-0.0015360723580199308,0.03330153713794164,0.0054524069465431806,0.0024010127595740787,0.014613247292649767,0.0424211518236662,-0.0023093468793883454,0.016714559402125916,0.00035435225419716256,-0.023550642431686305,0.004988634856018733,0.0016892476438380298,0.010606249962261654,0.013191204108811984,0.017061607888177163,0.024634617206698958,0.026132646499169035,-0.005206712144611909,0.015056151066252842,0.019234888714410096,0.008358525320958725,0.01809775722921032,-0.0050842024570296645,-0.016798800230078716,-0.005266404750869944,-0.004375210245609662,-0.009107287702627278,-0.013426007931797636,-0.009009677346385032,-0.00921171341083323,-8.573486286286847e-05,-0.03013224661926992,-0.005528761375000619,0.0012216249479522854,0.015130820086955543,0.04810227068385721,0.027716953299454696,0.010972262100854384,0.001319685933226511,0.0032088685840367757,0.004073100455761498,0.029966990928183883,0.016513297919152074,0.02443458587359773,0.0010875683152754886,0.008740013835543514,-0.001899829994564527,0.008396586101252513,0.020806985769313845,0.0066616066045028215,0.015518890311218681,0.017821567033703353,0.006403515972996849,-0.012984973911449264,-0.021882438347285788,0.012325388212503053,-0.00110646045135287,-0.03303954401407703,-0.011415325200229162,-0.02235838276069794,0.02485871566720972,-0.018173325354899784,-0.0034121346844266727,0.0003287970637368509,0.007990531810048199,0.024001532892692315,-0.0052805080053944554,0.004215563095154042,0.0023567484543280874,0.014895376330620488,-0.0031372804528962263,0.005693498098680633
-0.0060038242891635105,0.0014653449192501091,-0.021153059827252005,-0.011204587586712937,-0.0009261320211263969,-0.010440280435006494,-0.005145154173638096,-0.024300130184572062,0.0005218570161977828,-0.0008279329851791951,-0.0069705882822801305,0.0014330679150148552,-0.031236956072579605,0.0035291453575999063,-0.0222437774254354,-0.014098499951266516,0.002236694068066762,-0.01149852833176409,0.012818130318564578,-0.03334668036339321,-0.03055246880092889,-0.012408657815691927,-0.023962635326802754,-0.027357890594836225,-0.02045945244503724,-0.0166603401053421,0.0010903866119687557,-0.01655877291027614,-0.014929635577667185,-0.07531727105270034,-0.02520147958420505,-0.017189702999588174,-0.029429858037622932,0.0014154042187146196,-0.021178065446845116,-0.01654082481256754,-0.020199261131287904,-0.004594510295475222,-0.004851611182139078,-0.00027330897543592907,-0.007558808296795713,0.003052557090583194,-0.009680526452326369,-0.0036976617542768832,-0.0028892905996438893,-0.0032480876634087257,-0.01698184285175181,-0.006906016925148634,-0.022190912331626636,-0.01365022037578931,0.000856345783133022,-0.0033966702220077707,-0.008809685091073337,-0.0069401461109455135,-0.00710756137021099,-0.008803673730581734,0.0020727509246970597,-0.016111908511899285,0.0014178308439504546,-0.011857553561987004,-0.011980273403053018,-0.005502797836551982,-0.004385498154240063,0.014193521551689424,-0.0035868016524605167,-0.016108261707569634,-0.018810182332222924,0.002864339483779769,-0.0049662707044230295,0.013122578437838331,-0.0020351092658263655,-0.01891967759126676,-0.04041507240351962,-0.007520850546114132,-0.03674130905329373,-0.016366854281651223,-0.02194049648515658,-0.025904516260144596,-0.03150292607276943,-0.02843469473108009,-0.022798090604763892,0.012727261328210723,-0.01584259824858413,0.015372722295825736,-0.0064264136579636,-0.0017003063837999592,0.012661466826347296,-0.02337929458044917,-0.01231282553836475,0.004648661830860787,-0.005011019013206929,-0.009985135932038985,-0.013807157332201359,-0.014900814368405678,-0.0038664741613904834,-0.01490092947870371,-0.02464858902061311,-0.0030830342812410024,-0.002362891085335791,-0.01186522179828385,-0.02729937800514598,0.01879834062254169,-0.011576196232630025,-0.008844489722298154,-0.016831078609286655,-0.02247063723119246,-0.006843916503771828,-0.013894131497227067,-0.005977551708326048,-0.00818813528346983,-0.006994029673097847
0.007673386977205734,-0.005443262479282347,0.012613598411869976,-0.015016695745679175,0.01661019128941723,0.015276427399265576,-0.0020527715072323274,0.018039100537540417,0.015290707509156195,0.007242430050762896,0.01393661969491199,0.008380962814131511,0.004868617397917647,0.011790877650087886,0.005662940134034011,0.004621358026881609,0.0013563697447755666,0.012425045647526495,-0.0029031443744546893,0.007889550333487797,-0.003251399344255449,0.013754089961546952,0.02728316452278635,0.008066055123284982,-0.001647611860864218,0.01282419029098826,0.009264567270068897,0.000787992739488761,0.015927081188669596,-0.0034254342729268398,-0.0038775359057104763,-0.009567968997901355,-0.016348533168372804,-0.0050001699642789055,-0.021677559846817976,-0.007255995947737938,-0.009101448179641307,-0.019911640903180296,-0.021537353238012803,-0.01477042172515925,-0.020072030916709314,-7.072751418377458e-05,0.010400923890632019,0.0021521098954337637,-0.022581355921351326,-0.0031192276905580903,0.016611536186656305,0.014985869050760771,0.015334438828960224,0.0066653320592385745,0.011405768899032998,0.01829161932669461,0.016994786039345365,0.021323241596635758,0.023542967924776947,0.010133962116718461,0.016851518272989943,0.01629520603361118,-0.0004774359002406079,0.041365382354522355,-0.0009491200240813768,0.01290466715712945,0.008233941446759277,0.012883147515090579,-0.00878977359543379,0.0009997882271403629,-0.004440181678712704,0.004678281359788682,0.0015263930721262403,-0.015019453335841423,-0.014210708848692306,0.0152157848738018,0.023698924662554847,0.015749666376593512,-0.01635416486229987,0.031907043924327486,0.016372742552920837,0.008941408339163941,0.017243841702787525,0.023904694229062592,0.029174221599597497,0.020841944852021014,0.03617509895391979,0.005846920442140207,0.02021615183140471,0.013098561915861869,0.00478209840891412,0.03085699095549194,-0.010886803053010544,0.02133868078103919,0.023416634208952316,0.004152921266370164,-0.0016888210882863072,-0.006934151530916376,0.0022298415104006087,0.0054379623650669985,0.03208636709865092,0.003617227362837738,-0.020319087150127285,-0.007432447851325513,-0.0080672110316124,-0.012322933337303018,0.015518993354307493,0.008589942724469456,-0.009841614033079767,-0.00977978393007355,0.019219563539816884,0.017941201515166927,0.00685969941304997,0.005191186668077008,0.015733228277734816
0.00041854475782477605,-0.0013412912054184172,0.008063435126535484,0.016342433003226194,0.0007121358446678591,0.0028671361935466,0.009912660240894267,0.0008511749826285841,0.005395001771622345,0.001697503909330243,0.003888306163686687,-0.0052661722622877865,-0.030068679699451116,0.0031330186276007487,0.008808829433098788,-0.007037518364127463,-0.006098025111598264,-0.015353462621390451,-0.00641230707440485,-0.012145643314226207,-0.0038099521694361436,0.009070528949681658,-0.0009910496190099214,0.009362434203930447,-0.009617102694405757,0.015145435262019091,0.019242085910813726,0.01679585968534999,-0.01012551238525288,0.016218780876243788,0.0014905529541143008,-0.005369513418243622,0.0027394996546225604,0.011054439420818279,0.01870817721331992,0.003862565209756077,0.02916201273725381,0.005613210496477538,0.017933698744982126,0.01147355330616652,0.012569530908925845,-0.0009528551013490579,0.0038518399758651223,0.02379476242593493,-0.0005822681520619736,0.0011266101259564858,0.022878898964656072,-0.00965629084421323,0.007507699899593028,-0.010457429458217158,-0.030929644960666452,0.0038017913906925847,-0.00296638758752244,0.009738511978331543,-0.015858026598964566,-0.009815232432297172,-0.004561694868873755,0.012623895965636843,-0.008885504647459056,0.022996819674809925,0.012180508465418486,0.021437150963213483,0.01637243567058301,0.010797405321902669,0.0058644880797170005,0.004533619783966894,0.000305910017757597,0.0009017137974532685,0.012464119098898087,-0.015191511866078129,-0.011986675709031551,-0.016646515691165483,0.008505077801059632,-0.017476625183676372,0.008689880213630949,0.01188344478616294,-0.014270118842909789,0.00238865721505108,-0.02468205136821236,-0.012025128116399596,-0.004694366022876115,0.009030889563990063,0.003306159200073451,-0.002257316249137979,-0.024516365028015394,0.0168979872407275,0.0053102478495977885,0.01681082558982987,-0.012569356523774744,0.019914470067167907,-0.0016219346949012438,-0.005863728689754237,-0.009638926939472398,-0.008812844719997309,-0.0017994084777328764,-0.023185814472649956,-0.00972153360376816,-0.02075991582694821,0.0024583175289456007,0.03410987558146098,-0.009805548369289678,0.01582552088202619,0.010324954166869502,0.012806026075481588,0.004058506241705672,-0.023646644037221293,-0.01624988988460289,0.0011530791049498142,0.0014358585400797473,-0.010966447762479722,0.01842537435908202
0.014915665164487661,0.017739098990212376,0.017531778527014295,0.005261772891396462,0.017772363954726162,0.005655981301383662,0.01658541107985724,0.01244085039041961,0.034949427349292635,0.004999224649982863,0.004485269579194946,0.01709251948693266,0.0021950018407056225,0.022472471279379836,0.02897126904649272,0.026050084850934963,0.01975756162217476,0.018753847483888076,0.02593828785798776,0.012389396403517973,0.029135434687191028,0.021548757669945563,0.009512629508195664,0.023072392888065712,0.006607928405353431,0.007992617004697621,0.012162560888489528,0.018063888901747333,0.011632941225877727,0.017038432126221963,-0.006767125810609834,0.022014325213265754,0.016561541539943696,0.004589644416293817,0.014820491665493872,0.00021851222841417033,0.02253633600553653,0.005668814485028586,0.003248091278196628,0.006872062542377481,0.01203451256765893,0.01388358748310312,0.04622680094758174,0.04874983188493094,0.03936225987899299,0.004204000976095449,0.017252929072381375,-0.00678434702414996,0.007324595044549593,0.0008818979814217846,0.018466064139472604,0.02541423405469407,0.005016996870442194,0.03897075923755797,0.0008656243432757353,0.020105457573981415,0.01111329242063197,0.01575458300429469,0.015948180987577207,-0.026863355810223383,0.01826102302505185,0.01255955974261358,0.016034050083974766,0.028954703107826614,0.02448845548633995,0.03007665723265846,0.02724466621157899,-0.0005959466507159047,0.02656501890069511,0.018686240730965125,0.02692712417184043,0.00510759592045648,0.00404312538589362,-0.003824013881871484,0.0137104816512577,0.01767831238230737,0.01687466765142247,-0.0029533557270632815,0.029633228379513977,0.011864253585247165,0.029661308907583207,0.03849118512109776,0.04102254250100498,0.003838586033583044,0.050863740406061245,0.04188379466903061,0.05133764758051934,0.04107833677475971,0.015826277780787445,0.012836656362534551,0.03807765470521001,-6.482704244658801e-05,0.010641558902672049,0.013486970935689275,0.019859718181706253,0.012743526205918813,0.025440470601598732,0.029268559872240252,-0.0010272956172004133,0.0006688748968897962,0.01981120408994954,0.014096438428721736,0.010199264511053852,0.014228265491652754,-0.004414879264873007,0.00012470954803352327,0.005007569690865167,0.01258792622718849,0.012548483994892976,0.007631726056881707,0.0010855784420643639
